Điều,Chủ đề,Khoản,Nội dung,Tóm tắt,Thời gian,Bộ luật
62,Điều kiện công ty đại chúng phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu,4,"Điều kiện quy định tại khoản 3, 4 Điều 60 Nghị định này.","Điều kiện quy định tại khoản 3, 4 Điều 60 Nghị định này",2020,Nghị Định 155 - 2020
63,Tài liệu báo cáo phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu của công ty đại chúng,1,"Tài liệu quy định tại các khoản 1, 2, 3, 4, 6, 7 Điều 61 Nghị định này.","Tài liệu quy định tại các khoản 1, 2, 3, 4, 6, 7 Điều 61 Nghị định này",2020,Nghị Định 155 - 2020
63,Tài liệu báo cáo phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu của công ty đại chúng,2,"Quyết định của cấp có thẩm quyền của công ty con thông qua việc phân phối lợi nhuận, sao kê có xác nhận của ngân hàng chứng minh việc đã điều chuyển lợi nhuận từ các công ty con về công ty mẹ trong trường hợp công ty mẹ phát hành cổ phiếu để tăng vốn cổ phần từ nguồn lợi nhuận sau thuế chưa phân phối và nguồn vốn thực hiện thấp hơn lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính hợp nhất, cao hơn mức lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính riêng của công ty mẹ.","Quyết định của cấp có thẩm quyền của công ty con thông qua việc phân phối lợi nhuận, sao kê có xác nhận của ngân hàng chứng minh việc đã điều chuyển lợi nhuận từ các công ty con về công ty mẹ trong trường hợp công ty mẹ phát hành cổ phiếu để tăng vốn cổ phần từ nguồn lợi nhuận sau thuế chưa phân phối và nguồn vốn thực hiện thấp hơn lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính hợp nhất, cao hơn mức lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính riêng của công ty mẹ",2020,Nghị Định 155 - 2020
64,Điều kiện công ty đại chúng phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty,1,Có phương án phát hành cổ phiếu theo chương trình lựa chọn cho người lao động được Đại hội đồng cổ đông thông qua.,Có phương án phát hành cổ phiếu theo chương trình lựa chọn cho người lao động được Đại hội đồng cổ đông thông qua,2020,Nghị Định 155 - 2020
64,Điều kiện công ty đại chúng phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty,2,Tổng số cổ phiếu phát hành theo chương trình trong mỗi 12 tháng không được vượt quá 5% số cổ phiếu đang lưu hành của công ty.,Tổng số cổ phiếu phát hành theo chương trình trong mỗi 12 tháng không được vượt quá 5% số cổ phiếu đang lưu hành của công ty,2020,Nghị Định 155 - 2020
64,Điều kiện công ty đại chúng phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty,3,"Có tiêu chuẩn và danh sách người lao động được tham gia chương trình, nguyên tắc xác định số cổ phiếu được phân phối cho từng đối tượng và thời gian thực hiện được Đại hội đồng cổ đông thông qua hoặc ủy quyền cho Hội đồng quản trị thông qua.","Có tiêu chuẩn và danh sách người lao động được tham gia chương trình, nguyên tắc xác định số cổ phiếu được phân phối cho từng đối tượng và thời gian thực hiện được Đại hội đồng cổ đông thông qua hoặc ủy quyền cho Hội đồng quản trị thông qua",2020,Nghị Định 155 - 2020
64,Điều kiện công ty đại chúng phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty,4,"Trường hợp phát hành cổ phiếu thưởng cho người lao động, nguồn vốn chủ sở hữu đủ để tăng vốn cổ phần, cụ thể như sau:
a) Nguồn vốn chủ sở hữu sử dụng để phát hành cổ phiếu thưởng cho người lao động được căn cứ trên báo cáo tài chính kỳ gần nhất được kiểm toán bởi tổ chức kiểm toán được chấp thuận bao gồm các nguồn sau: thặng dư vốn cổ phần; quỹ đầu tư phát triển; lợi nhuận sau thuế chưa phân phối; quỹ khác (nếu có) được sử dụng để bổ sung vốn điều lệ theo quy định của pháp luật;
b) Trường hợp công ty đại chúng là công ty mẹ phát hành cổ phiếu để thưởng cho người lao động từ thặng dư vốn cổ phần, quỹ đầu tư phát triển, quỹ khác, nguồn vốn thực hiện được căn cứ trên báo cáo tài chính của công ty mẹ;
c) Trường hợp công ty đại chúng là công ty mẹ phát hành cổ phiếu để thưởng cho người lao động từ nguồn lợi nhuận sau thuế chưa phân phối, lợi nhuận quyết định sử dụng để thưởng cho người lao động không được vượt quá mức lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính hợp nhất được kiểm toán. Trường hợp lợi nhuận quyết định sử dụng để thưởng cho người lao động thấp hơn lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính hợp nhất và cao hơn mức lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính riêng của công ty mẹ, công ty chỉ được thực hiện việc phân phối sau khi đã điều chuyển lợi nhuận từ các công ty con về công ty mẹ.","Trường hợp phát hành cổ phiếu thưởng cho người lao động, nguồn vốn chủ sở hữu đủ để tăng vốn cổ phần, cụ thể như sau:
a) Nguồn vốn chủ sở hữu sử dụng để phát hành cổ phiếu thưởng cho người lao động được căn cứ trên báo cáo tài chính kỳ gần nhất được kiểm toán bởi tổ chức kiểm toán được chấp thuận bao gồm các nguồn sau: thặng dư vốn cổ phần; quỹ đầu tư phát triển; lợi nhuận sau thuế chưa phân phối; quỹ khác (nếu có) được sử dụng để bổ sung vốn điều lệ theo quy định của pháp luật;
b) Trường hợp công ty đại chúng là công ty mẹ phát hành cổ phiếu để thưởng cho người lao động từ thặng dư vốn cổ phần, quỹ đầu tư phát triển, quỹ khác, nguồn vốn thực hiện được căn cứ trên báo cáo tài chính của công ty mẹ;
c) Trường hợp công ty đại chúng là công ty mẹ phát hành cổ phiếu để thưởng cho người lao động từ nguồn lợi nhuận sau thuế chưa phân phối, lợi nhuận quyết định sử dụng để thưởng cho người lao động không được vượt quá mức lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính hợp nhất được kiểm toán",2020,Nghị Định 155 - 2020
64,Điều kiện công ty đại chúng phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty,5,"Trường hợp công ty phát hành cổ phiếu thưởng cho người lao động, tổng giá trị các nguồn quy định tại khoản 4 Điều này phải đảm bảo không thấp hơn tổng giá trị vốn cổ phần tăng thêm theo phương án được Đại hội đồng cổ đông thông qua.","Trường hợp công ty phát hành cổ phiếu thưởng cho người lao động, tổng giá trị các nguồn quy định tại khoản 4 Điều này phải đảm bảo không thấp hơn tổng giá trị vốn cổ phần tăng thêm theo phương án được Đại hội đồng cổ đông thông qua",2020,Nghị Định 155 - 2020
64,Điều kiện công ty đại chúng phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty,6,Tổ chức phát hành phải mở tài khoản phong tỏa nhận tiền mua cổ phiếu của người lao động trừ trường hợp phát hành cổ phiếu thưởng cho người lao động.,Tổ chức phát hành phải mở tài khoản phong tỏa nhận tiền mua cổ phiếu của người lao động trừ trường hợp phát hành cổ phiếu thưởng cho người lao động,2020,Nghị Định 155 - 2020
64,Điều kiện công ty đại chúng phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty,7,Việc phát hành cổ phiếu đáp ứng quy định về tỷ lệ sở hữu nước ngoài theo quy định của pháp luật trong trường hợp phát hành cho người lao động là nhà đầu tư nước ngoài.,Việc phát hành cổ phiếu đáp ứng quy định về tỷ lệ sở hữu nước ngoài theo quy định của pháp luật trong trường hợp phát hành cho người lao động là nhà đầu tư nước ngoài,2020,Nghị Định 155 - 2020
64,Điều kiện công ty đại chúng phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty,8,Cổ phiếu phát hành bị hạn chế chuyển nhượng tối thiểu 01 năm kể từ ngày kết thúc đợt phát hành.,Cổ phiếu phát hành bị hạn chế chuyển nhượng tối thiểu 01 năm kể từ ngày kết thúc đợt phát hành,2020,Nghị Định 155 - 2020
64,Điều kiện công ty đại chúng phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty,9,Điều kiện quy định tại khoản 4 Điều 60 Nghị định này.,Điều kiện quy định tại khoản 4 Điều 60 Nghị định này,2020,Nghị Định 155 - 2020
65,Tài liệu báo cáo phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty của công ty đại chúng,1,Báo cáo phát hành cổ phiếu theo Mẫu số 17 Phụ lục ban hành kèm theo Nghị định này.,Báo cáo phát hành cổ phiếu theo Mẫu số 17 Phụ lục ban hành kèm theo Nghị định này,2020,Nghị Định 155 - 2020
65,Tài liệu báo cáo phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty của công ty đại chúng,2,"Quyết định của Đại hội đồng cổ đông thông qua phương án phát hành cổ phiếu cho người lao động, trong đó phương án phát hành nêu rõ: số lượng cổ phiếu phát hành, giá phát hành hoặc nguyên tắc xác định giá phát hành hoặc ủy quyền cho Hội đồng quản trị xác định giá phát hành. Trường hợp phương án phát hành không nêu cụ thể giá phát hành, nguyên tắc xác định giá thì giá phát hành được xác định theo quy định tại Luật Doanh nghiệp. Những người có quyền lợi liên quan đến đợt phát hành không được tham gia biểu quyết thông qua nội dung này.","Trường hợp phương án phát hành không nêu cụ thể giá phát hành, nguyên tắc xác định giá thì giá phát hành được xác định theo quy định tại Luật Doanh nghiệp",2020,Nghị Định 155 - 2020
65,Tài liệu báo cáo phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty của công ty đại chúng,3,"Quyết định của Đại hội đồng cổ đông hoặc Hội đồng quản trị (trong trường hợp được Đại hội đồng cổ đông ủy quyền) thông qua tiêu chuẩn và danh sách người lao động được tham gia chương trình, nguyên tắc xác định số cổ phiếu được phân phối cho từng đối tượng và thời gian thực hiện. Những người có quyền lợi liên quan đến đợt phát hành không được tham gia biểu quyết thông qua nội dung này.","Quyết định của Đại hội đồng cổ đông hoặc Hội đồng quản trị (trong trường hợp được Đại hội đồng cổ đông ủy quyền) thông qua tiêu chuẩn và danh sách người lao động được tham gia chương trình, nguyên tắc xác định số cổ phiếu được phân phối cho từng đối tượng và thời gian thực hiện",2020,Nghị Định 155 - 2020
65,Tài liệu báo cáo phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty của công ty đại chúng,4,Báo cáo tài chính kỳ gần nhất được kiểm toán bởi tổ chức kiểm toán được chấp thuận trong trường hợp phát hành cổ phiếu thưởng cho người lao động.,Báo cáo tài chính kỳ gần nhất được kiểm toán bởi tổ chức kiểm toán được chấp thuận trong trường hợp phát hành cổ phiếu thưởng cho người lao động,2020,Nghị Định 155 - 2020
65,Tài liệu báo cáo phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty của công ty đại chúng,5,"Quyết định của cấp có thẩm quyền của công ty con thông qua việc phân phối lợi nhuận, sao kê có xác nhận của ngân hàng chứng minh việc đã điều chuyển lợi nhuận từ các công ty con về công ty mẹ trong trường hợp sử dụng lợi nhuận sau thuế chưa phân phối làm nguồn để phát hành cổ phiếu thưởng cho người lao động và nguồn vốn thực hiện thấp hơn lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính hợp nhất, cao hơn mức lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính riêng của công ty mẹ.","Quyết định của cấp có thẩm quyền của công ty con thông qua việc phân phối lợi nhuận, sao kê có xác nhận của ngân hàng chứng minh việc đã điều chuyển lợi nhuận từ các công ty con về công ty mẹ trong trường hợp sử dụng lợi nhuận sau thuế chưa phân phối làm nguồn để phát hành cổ phiếu thưởng cho người lao động và nguồn vốn thực hiện thấp hơn lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính hợp nhất, cao hơn mức lợi nhuận sau thuế chưa phân phối trên báo cáo tài chính riêng của công ty mẹ",2020,Nghị Định 155 - 2020
65,Tài liệu báo cáo phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty của công ty đại chúng,6,"Văn bản xác nhận của ngân hàng, chi nhánh ngân hàng nước ngoài về việc mở tài khoản phong tỏa nhận tiền mua cổ phiếu trừ trường hợp phát hành cổ phiếu thưởng cho người lao động.","Văn bản xác nhận của ngân hàng, chi nhánh ngân hàng nước ngoài về việc mở tài khoản phong tỏa nhận tiền mua cổ phiếu trừ trường hợp phát hành cổ phiếu thưởng cho người lao động",2020,Nghị Định 155 - 2020
65,Tài liệu báo cáo phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty của công ty đại chúng,7,Quyết định của Đại hội đồng cổ đông hoặc Hội đồng quản trị (trong trường hợp được Đại hội đồng cổ đông ủy quyền) thông qua phương án đảm bảo việc phát hành cổ phiếu đáp ứng quy định về tỷ lệ sở hữu nước ngoài trong trường hợp phát hành cổ phiếu cho người lao động là nhà đầu tư nước ngoài.,Quyết định của Đại hội đồng cổ đông hoặc Hội đồng quản trị (trong trường hợp được Đại hội đồng cổ đông ủy quyền) thông qua phương án đảm bảo việc phát hành cổ phiếu đáp ứng quy định về tỷ lệ sở hữu nước ngoài trong trường hợp phát hành cổ phiếu cho người lao động là nhà đầu tư nước ngoài,2020,Nghị Định 155 - 2020
65,Tài liệu báo cáo phát hành cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty của công ty đại chúng,8,"Tài liệu quy định tại các khoản 3, 7 Điều 61 Nghị định này.","Tài liệu quy định tại các khoản 3, 7 Điều 61 Nghị định này",2020,Nghị Định 155 - 2020
66,Chứng khoán của tổ chức nước ngoài thưởng cho người lao động Việt Nam làm việc trong các tổ chức nước ngoài tại Việt Nam,1,Việc thực hiện các quyền gắn với chứng khoán được thưởng phải đảm bảo tuân thủ các quy định về quản lý ngoại hối của Việt Nam.,Việc thực hiện các quyền gắn với chứng khoán được thưởng phải đảm bảo tuân thủ các quy định về quản lý ngoại hối của Việt Nam,2020,Nghị Định 155 - 2020
66,Chứng khoán của tổ chức nước ngoài thưởng cho người lao động Việt Nam làm việc trong các tổ chức nước ngoài tại Việt Nam,2,"Chứng khoán thưởng cho người lao động tại Việt Nam không được giao dịch, chuyển nhượng trên thị trường chứng khoán Việt Nam trừ các trường hợp việc chuyển nhượng được thực hiện theo bản án, quyết định của Tòa án đã có hiệu lực pháp luật, quyết định của Trọng tài hoặc thừa kế theo quy định của pháp luật.","Chứng khoán thưởng cho người lao động tại Việt Nam không được giao dịch, chuyển nhượng trên thị trường chứng khoán Việt Nam trừ các trường hợp việc chuyển nhượng được thực hiện theo bản án, quyết định của Tòa án đã có hiệu lực pháp luật, quyết định của Trọng tài hoặc thừa kế theo quy định của pháp luật",2020,Nghị Định 155 - 2020
67,"Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi",1,"Công ty đại chúng thực hiện phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi theo phương án phát hành đã đăng ký và tuân thủ các quy định của pháp luật. Trường hợp chuyển đổi trái phiếu chuyển đổi trước khi hết thời gian hạn chế chuyển nhượng, cổ phiếu phát hành bị hạn chế chuyển nhượng trong khoảng thời gian hạn chế chuyển nhượng còn lại của trái phiếu chuyển đổi.",Công ty đại chúng thực hiện phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi theo phương án phát hành đã đăng ký và tuân thủ các quy định của pháp luật,2020,Nghị Định 155 - 2020
67,"Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi",2,"Trong thời hạn 10 ngày kể từ ngày phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi, tổ chức phát hành phải gửi Báo cáo kết quả đợt phát hành cho Ủy ban Chứng khoán Nhà nước kèm theo văn bản chấp thuận của Ngân hàng Nhà nước Việt Nam về đề nghị tăng vốn điều lệ theo quy định của pháp luật về các tổ chức tín dụng đối với việc phát hành cổ phiếu của tổ chức tín dụng; đồng thời công bố thông tin trên trang thông tin điện tử của tổ chức phát hành, Sở giao dịch chứng khoán về kết quả đợt phát hành.","Trong thời hạn 10 ngày kể từ ngày phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi, tổ chức phát hành phải gửi Báo cáo kết quả đợt phát hành cho Ủy ban Chứng khoán Nhà nước kèm theo văn bản chấp thuận của Ngân hàng Nhà nước Việt Nam về đề nghị tăng vốn điều lệ theo quy định của pháp luật về các tổ chức tín dụng đối với việc phát hành cổ phiếu của tổ chức tín dụng; đồng thời công bố thông tin trên trang thông tin điện tử của tổ chức phát hành, Sở giao dịch chứng khoán về kết quả đợt phát hành",2020,Nghị Định 155 - 2020
67,"Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi",3,"Trong thời hạn 03 ngày làm việc kể từ ngày nhận được tài liệu báo cáo kết quả đợt phát hành đầy đủ và hợp lệ, Ủy ban Chứng khoán Nhà nước thông báo bằng văn bản về việc nhận được báo cáo kết quả đợt phát hành cho tổ chức phát hành đồng thời gửi cho Sở giao dịch chứng khoán, Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam và đăng tải trên trang thông tin điện tử của Ủy ban Chứng khoán Nhà nước về việc nhận được báo cáo kết quả đợt phát hành.","Trong thời hạn 03 ngày làm việc kể từ ngày nhận được tài liệu báo cáo kết quả đợt phát hành đầy đủ và hợp lệ, Ủy ban Chứng khoán Nhà nước thông báo bằng văn bản về việc nhận được báo cáo kết quả đợt phát hành cho tổ chức phát hành đồng thời gửi cho Sở giao dịch chứng khoán, Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam và đăng tải trên trang thông tin điện tử của Ủy ban Chứng khoán Nhà nước về việc nhận được báo cáo kết quả đợt phát hành",2020,Nghị Định 155 - 2020
68,"Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để thực hiện quyền của chứng quyền",1,"Công ty đại chúng phải gửi báo cáo phát hành cổ phiếu để thực hiện quyền của chứng quyền cho Ủy ban Chứng khoán Nhà nước trước khi thực hiện quyền của chứng quyền, bao gồm các tài liệu sau:
a) Báo cáo phát hành theo Mẫu số 18 Phụ lục ban hành kèm theo Nghị định này;
b) Quyết định của Đại hội đồng cổ đông thông qua phương án sử dụng vốn trong trường hợp phương án sử dụng vốn thu được từ đợt phát hành có thay đổi so với phương án sử dụng vốn dự kiến đã được Đại hội đồng cổ đông thông qua khi phát hành trái phiếu kèm chứng quyền, cổ phiếu ưu đãi kèm chứng quyền;
c) Quyết định của Hội đồng quản trị thông qua việc triển khai phương án phát hành cổ phiếu để thực hiện quyền;
d) Văn bản xác nhận của ngân hàng, chi nhánh ngân hàng nước ngoài về việc mở tài khoản phong tỏa nhận tiền mua cổ phiếu của đợt phát hành;
đ) Văn bản chấp thuận của Ngân hàng Nhà nước Việt Nam về đề nghị tăng vốn điều lệ theo quy định của pháp luật về các tổ chức tín dụng đối với việc phát hành cổ phiếu của tổ chức tín dụng hoặc văn bản chấp thuận của Bộ Tài chính về việc tăng vốn điều lệ theo quy định của pháp luật về kinh doanh bảo hiểm đối với việc phát hành cổ phiếu của tổ chức kinh doanh bảo hiểm.","Công ty đại chúng phải gửi báo cáo phát hành cổ phiếu để thực hiện quyền của chứng quyền cho Ủy ban Chứng khoán Nhà nước trước khi thực hiện quyền của chứng quyền, bao gồm các tài liệu sau:
a) Báo cáo phát hành theo Mẫu số 18 Phụ lục ban hành kèm theo Nghị định này;
b) Quyết định của Đại hội đồng cổ đông thông qua phương án sử dụng vốn trong trường hợp phương án sử dụng vốn thu được từ đợt phát hành có thay đổi so với phương án sử dụng vốn dự kiến đã được Đại hội đồng cổ đông thông qua khi phát hành trái phiếu kèm chứng quyền, cổ phiếu ưu đãi kèm chứng quyền;
c) Quyết định của Hội đồng quản trị thông qua việc triển khai phương án phát hành cổ phiếu để thực hiện quyền;
d) Văn bản xác nhận của ngân hàng, chi nhánh ngân hàng nước ngoài về việc mở tài khoản phong tỏa nhận tiền mua cổ phiếu của đợt phát hành;
đ) Văn bản chấp thuận của Ngân hàng Nhà nước Việt Nam về đề nghị tăng vốn điều lệ theo quy định của pháp luật về các tổ chức tín dụng đối với việc phát hành cổ phiếu của tổ chức tín dụng hoặc văn bản chấp thuận của Bộ Tài chính về việc tăng vốn điều lệ theo quy định của pháp luật về kinh doanh bảo hiểm đối với việc phát hành cổ phiếu của tổ chức kinh doanh bảo hiểm",2020,Nghị Định 155 - 2020
68,"Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để thực hiện quyền của chứng quyền",2,"Trong thời hạn 07 ngày làm việc kể từ ngày nhận được tài liệu báo cáo phát hành đầy đủ và hợp lệ, Ủy ban Chứng khoán Nhà nước thông báo bằng văn bản cho tổ chức phát hành và đăng tải trên trang thông tin điện tử của Ủy ban Chứng khoán Nhà nước về việc đã nhận đầy đủ tài liệu báo cáo phát hành cổ phiếu để thực hiện quyền của chứng quyền của tổ chức phát hành; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do.","Trong thời hạn 07 ngày làm việc kể từ ngày nhận được tài liệu báo cáo phát hành đầy đủ và hợp lệ, Ủy ban Chứng khoán Nhà nước thông báo bằng văn bản cho tổ chức phát hành và đăng tải trên trang thông tin điện tử của Ủy ban Chứng khoán Nhà nước về việc đã nhận đầy đủ tài liệu báo cáo phát hành cổ phiếu để thực hiện quyền của chứng quyền của tổ chức phát hành; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do",2020,Nghị Định 155 - 2020
68,"Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để thực hiện quyền của chứng quyền",3,"Trong thời hạn 07 ngày làm việc kể từ ngày Ủy ban Chứng khoán Nhà nước có thông báo về việc nhận được đầy đủ tài liệu báo cáo phát hành cổ phiếu để thực hiện quyền của chứng quyền, tổ chức phát hành phải công bố Bản thông báo phát hành trên trang thông tin điện tử của tổ chức phát hành, Sở giao dịch chứng khoán về việc phát hành cổ phiếu để thực hiện quyền của chứng quyền để các nhà đầu tư đăng ký thực hiện quyền. Thời gian để nhà đầu tư đăng ký thực hiện quyền đảm bảo tối thiểu 20 ngày.","Trong thời hạn 07 ngày làm việc kể từ ngày Ủy ban Chứng khoán Nhà nước có thông báo về việc nhận được đầy đủ tài liệu báo cáo phát hành cổ phiếu để thực hiện quyền của chứng quyền, tổ chức phát hành phải công bố Bản thông báo phát hành trên trang thông tin điện tử của tổ chức phát hành, Sở giao dịch chứng khoán về việc phát hành cổ phiếu để thực hiện quyền của chứng quyền để các nhà đầu tư đăng ký thực hiện quyền",2020,Nghị Định 155 - 2020
68,"Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để thực hiện quyền của chứng quyền",4,"Trong thời hạn 10 ngày kể từ ngày kết thúc đợt phát hành, tổ chức phát hành phải gửi Báo cáo kết quả đợt phát hành kèm theo xác nhận của ngân hàng, chi nhánh ngân hàng nước ngoài nơi mở tài khoản phong tỏa về số tiền thu được từ đợt phát hành cho Ủy ban Chứng khoán Nhà nước; đồng thời công bố thông tin trên trang thông tin điện tử của tổ chức phát hành, Sở giao dịch chứng khoán về kết quả đợt phát hành.","Trong thời hạn 10 ngày kể từ ngày kết thúc đợt phát hành, tổ chức phát hành phải gửi Báo cáo kết quả đợt phát hành kèm theo xác nhận của ngân hàng, chi nhánh ngân hàng nước ngoài nơi mở tài khoản phong tỏa về số tiền thu được từ đợt phát hành cho Ủy ban Chứng khoán Nhà nước; đồng thời công bố thông tin trên trang thông tin điện tử của tổ chức phát hành, Sở giao dịch chứng khoán về kết quả đợt phát hành",2020,Nghị Định 155 - 2020
68,"Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để thực hiện quyền của chứng quyền",5,"Trong thời hạn 03 ngày làm việc kể từ ngày nhận được tài liệu báo cáo kết quả đợt phát hành đầy đủ và hợp lệ, Ủy ban Chứng khoán Nhà nước thông báo bằng văn bản về việc nhận được báo cáo kết quả đợt phát hành cho tổ chức phát hành đồng thời gửi cho Sở giao dịch chứng khoán, Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam và đăng tải trên trang thông tin điện tử của Ủy ban Chứng khoán Nhà nước về việc nhận được báo cáo kết quả đợt phát hành.","Trong thời hạn 03 ngày làm việc kể từ ngày nhận được tài liệu báo cáo kết quả đợt phát hành đầy đủ và hợp lệ, Ủy ban Chứng khoán Nhà nước thông báo bằng văn bản về việc nhận được báo cáo kết quả đợt phát hành cho tổ chức phát hành đồng thời gửi cho Sở giao dịch chứng khoán, Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam và đăng tải trên trang thông tin điện tử của Ủy ban Chứng khoán Nhà nước về việc nhận được báo cáo kết quả đợt phát hành",2020,Nghị Định 155 - 2020
68,"Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để thực hiện quyền của chứng quyền",6,"Sau khi có thông báo nhận được báo cáo kết quả đợt phát hành của Ủy ban Chứng khoán Nhà nước, tổ chức phát hành được yêu cầu chấm dứt phong tỏa số tiền thu được từ đợt phát hành.","Sau khi có thông báo nhận được báo cáo kết quả đợt phát hành của Ủy ban Chứng khoán Nhà nước, tổ chức phát hành được yêu cầu chấm dứt phong tỏa số tiền thu được từ đợt phát hành",2020,Nghị Định 155 - 2020
69,"Trình tự, thủ tục phát hành cổ phiếu để trả cổ tức, phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu, phát hành cổ phiếu theo chương trình lựa chọn cho người lao động",1,"Tổ chức phát hành phải gửi tài liệu báo cáo phát hành cổ phiếu quy định tại Điều 61, Điều 63, Điều 65 Nghị định này cho Ủy ban Chứng khoán Nhà nước.","Tổ chức phát hành phải gửi tài liệu báo cáo phát hành cổ phiếu quy định tại Điều 61, Điều 63, Điều 65 Nghị định này cho Ủy ban Chứng khoán Nhà nước",2020,Nghị Định 155 - 2020
69,"Trình tự, thủ tục phát hành cổ phiếu để trả cổ tức, phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu, phát hành cổ phiếu theo chương trình lựa chọn cho người lao động",2,"Trong thời hạn 07 ngày làm việc kể từ ngày nhận được tài liệu báo cáo phát hành đầy đủ và hợp lệ, Ủy ban Chứng khoán Nhà nước thông báo bằng văn bản cho tổ chức phát hành và đăng tải trên trang thông tin điện tử của Ủy ban Chứng khoán Nhà nước về việc nhận đầy đủ tài liệu báo cáo phát hành của tổ chức phát hành; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do.","Trong thời hạn 07 ngày làm việc kể từ ngày nhận được tài liệu báo cáo phát hành đầy đủ và hợp lệ, Ủy ban Chứng khoán Nhà nước thông báo bằng văn bản cho tổ chức phát hành và đăng tải trên trang thông tin điện tử của Ủy ban Chứng khoán Nhà nước về việc nhận đầy đủ tài liệu báo cáo phát hành của tổ chức phát hành; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do",2020,Nghị Định 155 - 2020
69,"Trình tự, thủ tục phát hành cổ phiếu để trả cổ tức, phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu, phát hành cổ phiếu theo chương trình lựa chọn cho người lao động",3,"Trong thời hạn 07 ngày làm việc kể từ ngày Ủy ban Chứng khoán Nhà nước thông báo về việc nhận được đầy đủ tài liệu báo cáo phát hành, tổ chức phát hành phải công bố Bản thông báo phát hành trên trang thông tin điện tử của tổ chức phát hành, Sở giao dịch chứng khoán. Việc công bố thông tin trên phải được thực hiện ít nhất 07 ngày làm việc trước ngày kết thúc đợt phát hành.","Trong thời hạn 07 ngày làm việc kể từ ngày Ủy ban Chứng khoán Nhà nước thông báo về việc nhận được đầy đủ tài liệu báo cáo phát hành, tổ chức phát hành phải công bố Bản thông báo phát hành trên trang thông tin điện tử của tổ chức phát hành, Sở giao dịch chứng khoán",2020,Nghị Định 155 - 2020
