Điều,Chủ đề,Khoản,Nội dung,Tóm tắt,Thời gian,Bộ luật
203,Hồ sơ đề nghị chấp thuận cung cấp dịch vụ công ty chứng khoán,3,"Quyết định của cấp có thẩm quyền ban hành quy trình nghiệp vụ, quản lý rủi ro, kiểm soát hoạt động.","Quyết định của cấp có thẩm quyền ban hành quy trình nghiệp vụ, quản lý rủi ro, kiểm soát hoạt động",2020,Nghị Định 155 - 2020
203,Hồ sơ đề nghị chấp thuận cung cấp dịch vụ công ty chứng khoán,4,"Đối với trường hợp cho vay tiền mua chứng khoán để thực hiện giao dịch ký quỹ, ứng trước tiền bán chứng khoán, hồ sơ kèm theo thuyết minh hệ thống giao dịch phục vụ hoạt động cho khách hàng vay tiền mua chứng khoán, giám sát tài khoản vay tiền mua chứng khoán; hệ thống để quản lý tiền gửi giao dịch chứng khoán tách biệt tới từng nhà đầu tư tại ngân hàng.","Đối với trường hợp cho vay tiền mua chứng khoán để thực hiện giao dịch ký quỹ, ứng trước tiền bán chứng khoán, hồ sơ kèm theo thuyết minh hệ thống giao dịch phục vụ hoạt động cho khách hàng vay tiền mua chứng khoán, giám sát tài khoản vay tiền mua chứng khoán; hệ thống để quản lý tiền gửi giao dịch chứng khoán tách biệt tới từng nhà đầu tư tại ngân hàng",2020,Nghị Định 155 - 2020
203,Hồ sơ đề nghị chấp thuận cung cấp dịch vụ công ty chứng khoán,5,"Đối với trường hợp cho vay chứng khoán, hồ sơ kèm theo thuyết minh hệ thống giao dịch phục vụ hoạt động cho vay chứng khoán, giám sát tài khoản vay chứng khoán; hệ thống để quản lý tiền gửi giao dịch chứng khoán tách biệt tới từng nhà đầu tư tại ngân hàng.","Đối với trường hợp cho vay chứng khoán, hồ sơ kèm theo thuyết minh hệ thống giao dịch phục vụ hoạt động cho vay chứng khoán, giám sát tài khoản vay chứng khoán; hệ thống để quản lý tiền gửi giao dịch chứng khoán tách biệt tới từng nhà đầu tư tại ngân hàng",2020,Nghị Định 155 - 2020
203,Hồ sơ đề nghị chấp thuận cung cấp dịch vụ công ty chứng khoán,6,"Đối với trường hợp đăng ký cung cấp dịch vụ giao dịch trực tuyến, hồ sơ kèm theo quyết định chấp thuận tư cách thành viên, kết quả kiểm tra hệ thống của Sở Giao dịch chứng khoán và tài liệu đáp ứng quy định tại khoản 2 Điều 201 Nghị định này.","Đối với trường hợp đăng ký cung cấp dịch vụ giao dịch trực tuyến, hồ sơ kèm theo quyết định chấp thuận tư cách thành viên, kết quả kiểm tra hệ thống của Sở Giao dịch chứng khoán và tài liệu đáp ứng quy định tại khoản 2 Điều 201 Nghị định này",2020,Nghị Định 155 - 2020
204,Chấm dứt hoạt động cung cấp dịch vụ,1,"Công ty chứng khoán được tự nguyện chấm dứt hoạt động cung cấp dịch vụ sau khi được Ủy ban Chứng khoán Nhà nước chấp thuận. Hồ sơ bao gồm:
 a) Giấy đề nghị theo Mẫu số 77 Phụ lục ban hành kèm theo Nghị định này;
 b) Quyết định của Hội đồng quản trị hoặc Hội đồng thành viên hoặc chủ sở hữu công ty chứng khoán thông qua việc chấm dứt hoạt động cung cấp dịch vụ;
 c) Phương án xử lý các hợp đồng còn hiệu lực theo Mẫu số 84 Phụ lục ban hành kèm theo Nghị định này.","Công ty chứng khoán chỉ được tự nguyện chấm dứt hoạt động dịch vụ sau khi Ủy ban Chứng khoán Nhà nước chấp thuận.
 
 Hồ sơ gồm:
 
 Giấy đề nghị theo Mẫu số 77.
 
 Quyết định của HĐQT/HĐTV/chủ sở hữu về việc chấm dứt hoạt động.
 
 Phương án xử lý hợp đồng còn hiệu lực theo Mẫu số 84.",2020,Nghị Định 155 - 2020
204,Chấm dứt hoạt động cung cấp dịch vụ,2,"Công ty chứng khoán không đảm bảo duy trì một trong những điều kiện cung cấp dịch vụ quy định tại Điều 198, Điều 199, Điều 200, Điều 201 Nghị định này, không được ký mới, gia hạn các hợp đồng có liên quan đến dịch vụ được cung cấp.","Công ty chứng khoán không đảm bảo duy trì một trong những điều kiện cung cấp dịch vụ quy định tại Điều 198, Điều 199, Điều 200, Điều 201 Nghị định này, không được ký mới, gia hạn các hợp đồng có liên quan đến dịch vụ được cung cấp",2020,Nghị Định 155 - 2020
204,Chấm dứt hoạt động cung cấp dịch vụ,3,"Trong thời hạn 04 tháng kể từ thời điểm không duy trì các điều kiện quy định tại Điều 198, Điều 199, Điều 200, Điều 201 Nghị định này, Ủy ban Chứng khoán Nhà nước ra quyết định chấm dứt hoạt động cung cấp dịch vụ của công ty chứng khoán.","Trong thời hạn 04 tháng kể từ thời điểm không duy trì các điều kiện quy định tại Điều 198, Điều 199, Điều 200, Điều 201 Nghị định này, Ủy ban Chứng khoán Nhà nước ra quyết định chấm dứt hoạt động cung cấp dịch vụ của công ty chứng khoán",2020,Nghị Định 155 - 2020
205,"Trình tự, thủ tục chấp thuận thực hiện các hoạt động phải được Ủy ban Chứng khoán Nhà nước chấp thuận",1,"Trường hợp thành lập chi nhánh, phòng giao dịch, bổ sung nghiệp vụ môi giới chứng khoán, tự doanh chứng khoán tại chi nhánh, cung cấp dịch vụ giao dịch chứng khoán trực tuyến, thay đổi địa điểm chi nhánh, phòng giao dịch trong nước của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán:
 a) Trong thời hạn 07 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ quy định tại Điều 193, Điều 197, Điều 203 Nghị định này, Ủy ban Chứng khoán Nhà nước có ý kiến bằng văn bản gửi công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán về các vấn đề liên quan đến cơ sở vật chất;
 b) Trong thời hạn 07 ngày kể từ ngày công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán hoàn thiện cơ sở vật chất và có thông báo cho Ủy ban Chứng khoán Nhà nước, Ủy ban Chứng khoán Nhà nước kiểm tra cơ sở vật chất tại địa điểm trụ sở chính, chi nhánh, phòng giao dịch trong nước công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán trước khi chấp thuận cung cấp dịch vụ giao dịch chứng khoán trực tuyến, thành lập chi nhánh, phòng giao dịch, bổ sung nghiệp vụ kinh doanh tại chi nhánh, thay đổi địa điểm chi nhánh, phòng giao dịch trong nước của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán;
 c) Trong thời hạn 07 ngày làm việc kể từ ngày có kết quả kiểm tra cơ sở vật chất theo quy định tại điểm b khoản này, Ủy ban Chứng khoán Nhà nước chấp thuận các hoạt động của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do.","Khi thành lập/di chuyển chi nhánh, phòng giao dịch hoặc bổ sung nghiệp vụ, cung cấp giao dịch trực tuyến, công ty phải tuân thủ quy trình sau:
 
 Trong 07 ngày làm việc kể từ khi nhận hồ sơ hợp lệ, Ủy ban Chứng khoán Nhà nước (UBCKNN) phản hồi bằng văn bản về cơ sở vật chất.
 
 Sau khi công ty hoàn thiện cơ sở vật chất và thông báo UBCKNN, trong 07 ngày, UBCKNN sẽ kiểm tra thực tế tại trụ sở/chi nhánh/phòng giao dịch.
 
 Trong 07 ngày làm việc sau kiểm tra, UBCKNN ra quyết định chấp thuận hoặc từ chối bằng văn bản, nêu rõ lý do nếu từ chối.",2020,Nghị Định 155 - 2020
205,"Trình tự, thủ tục chấp thuận thực hiện các hoạt động phải được Ủy ban Chứng khoán Nhà nước chấp thuận",2,"Ngoài các trường hợp quy định tại khoản 1 Điều này, trong thời hạn 07 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ theo quy định tại Điều 193, Điều 194, Điều 196, Điều 197, Điều 203, khoản 1 Điều 204 Nghị định này, Ủy ban Chứng khoán Nhà nước chấp thuận các hoạt động của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do.","Ngoài các trường hợp quy định tại khoản 1 Điều này, trong thời hạn 07 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ theo quy định tại Điều 193, Điều 194, Điều 196, Điều 197, Điều 203, khoản 1 Điều 204 Nghị định này, Ủy ban Chứng khoán Nhà nước chấp thuận các hoạt động của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do",2020,Nghị Định 155 - 2020
205,"Trình tự, thủ tục chấp thuận thực hiện các hoạt động phải được Ủy ban Chứng khoán Nhà nước chấp thuận",3,"Chi nhánh, phòng giao dịch, văn phòng đại diện trong nước của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán phải chính thức triển khai hoạt động trong thời hạn 03 tháng kể từ ngày được Ủy ban Chứng khoán Nhà nước chấp thuận. Quá thời hạn trên, Ủy ban Chứng khoán Nhà nước thu hồi quyết định thành lập.","Chi nhánh, phòng giao dịch, văn phòng đại diện trong nước của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán phải chính thức triển khai hoạt động trong thời hạn 03 tháng kể từ ngày được Ủy ban Chứng khoán Nhà nước chấp thuận",2020,Nghị Định 155 - 2020
205,"Trình tự, thủ tục chấp thuận thực hiện các hoạt động phải được Ủy ban Chứng khoán Nhà nước chấp thuận",4,"Đối với trường hợp đóng cửa chi nhánh, phòng giao dịch, văn phòng đại diện trong nước, chấm dứt hoạt động cung cấp dịch vụ, trong thời hạn 15 ngày kể từ ngày hoàn tất việc đóng cửa, chấm dứt hoạt động cung cấp dịch vụ, công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán phải báo cáo kết quả thực hiện đóng cửa theo Mẫu số 70, Mẫu số 78 Phụ lục ban hành kèm theo Nghị định này và gửi bản gốc quyết định chấp thuận thành lập chi nhánh, phòng giao dịch, văn phòng đại diện, chấp thuận cung cấp dịch vụ cho Ủy ban Chứng khoán Nhà nước. Trong thời hạn 05 ngày làm việc kể từ ngày nhận được báo cáo, Ủy ban Chứng khoán Nhà nước ra quyết định thu hồi quyết định thành lập chi nhánh, phòng giao dịch, văn phòng đại diện, chấp thuận cung cấp dịch vụ công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán.
 Mục 3. TỔ CHỨC LẠI, TẠM NGỪNG, THU HỒI GIẤY PHÉP THÀNH LẬP VÀ HOẠT ĐỘNG KINH DOANH CHỨNG KHOÁN, GIẤY CHỨNG NHẬN ĐĂNG KÝ HOẠT ĐỘNG VĂN PHÒNG ĐẠI DIỆN","Khi đóng cửa chi nhánh, phòng giao dịch, văn phòng đại diện hoặc chấm dứt hoạt động dịch vụ, công ty phải báo cáo UBCKNN trong 15 ngày kể từ khi hoàn tất.
 
 Báo cáo kết quả theo Mẫu số 70 hoặc 78, kèm bản gốc quyết định chấp thuận thành lập/cung cấp dịch vụ.
 
 Trong 05 ngày làm việc kể từ khi nhận báo cáo, UBCKNN ra quyết định thu hồi các quyết định chấp thuận tương ứng.",2020,Nghị Định 155 - 2020
206,"Điều kiện tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",1,"Việc tổ chức lại, phương án tổ chức lại được Đại hội đồng cổ đông, Hội đồng thành viên hoặc chủ sở hữu công ty thông qua.","Việc tổ chức lại, phương án tổ chức lại được Đại hội đồng cổ đông, Hội đồng thành viên hoặc chủ sở hữu công ty thông qua",2020,Nghị Định 155 - 2020
206,"Điều kiện tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",2,"Công ty chứng khoán hình thành sau tổ chức lại phải đáp ứng các điều kiện quy định tại khoản 1, điểm c khoản 2, khoản 4, khoản 5 Điều 74 Luật Chứng khoán. Công ty quản lý quỹ đầu tư chứng khoán hình thành sau tổ chức lại phải đáp ứng các điều kiện quy định tại khoản 1, điểm c khoản 2, khoản 4, khoản 5 Điều 75 Luật Chứng khoán.","Công ty chứng khoán hình thành sau tổ chức lại phải đáp ứng các điều kiện quy định tại khoản 1, điểm c khoản 2, khoản 4, khoản 5 Điều 74 Luật Chứng khoán",2020,Nghị Định 155 - 2020
206,"Điều kiện tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",3,"Trường hợp tổ chức lại để trở thành công ty trách nhiệm hữu hạn một thành viên, công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán phải tuân thủ quy định điểm a khoản 3 Điều 74, điểm a khoản 3 Điều 75 Luật Chứng khoán.","Trường hợp tổ chức lại để trở thành công ty trách nhiệm hữu hạn một thành viên, công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán phải tuân thủ quy định điểm a khoản 3 Điều 74, điểm a khoản 3 Điều 75 Luật Chứng khoán",2020,Nghị Định 155 - 2020
206,"Điều kiện tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",4,Việc tổ chức lại phải tuân thủ pháp luật khác có liên quan.,Việc tổ chức lại phải tuân thủ pháp luật khác có liên quan,2020,Nghị Định 155 - 2020
207,"Hồ sơ, thủ tục chấp thuận tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",1,"Hồ sơ đề nghị chấp thuận tổ chức lại công ty bao gồm:
 a) Giấy đề nghị chấp thuận tổ chức lại công ty theo Mẫu số 79 Phụ lục ban hành kèm theo Nghị định này;
 b) Biên bản họp, quyết định của Đại hội đồng cổ đông, Hội đồng thành viên hoặc chủ sở hữu công ty về việc tổ chức lại công ty;
 c) Hợp đồng nguyên tắc đối với trường hợp hợp nhất, sáp nhập theo Mẫu số 80 Phụ lục ban hành kèm theo Nghị định này;
 d) Phương án tổ chức lại đã được Đại hội đồng cổ đông, Hội đồng thành viên hoặc chủ sở hữu công ty thông qua theo Mẫu số 81 Phụ lục ban hành kèm theo Nghị định này;
 đ) Tài liệu chứng minh đáp ứng quy định tại các khoản 2, 3 Điều 206 Nghị định này.","Hồ sơ đề nghị chấp thuận tổ chức lại công ty gồm:
 
 Giấy đề nghị theo Mẫu số 79.
 
 Biên bản và quyết định của ĐHĐCĐ/HĐTV/chủ sở hữu về việc tổ chức lại.
 
 Hợp đồng nguyên tắc hợp nhất, sáp nhập (nếu có) theo Mẫu số 80.
 
 Phương án tổ chức lại đã được thông qua theo Mẫu số 81.
 
 Tài liệu chứng minh đáp ứng điều kiện tại khoản 2, 3 Điều 206 Nghị định này.",2020,Nghị Định 155 - 2020
207,"Hồ sơ, thủ tục chấp thuận tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",2,"Trong thời hạn 30 ngày kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ theo quy định tại khoản 1 Điều này, Ủy ban Chứng khoán Nhà nước ra quyết định chấp thuận tổ chức lại; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do.","Trong thời hạn 30 ngày kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ theo quy định tại khoản 1 Điều này, Ủy ban Chứng khoán Nhà nước ra quyết định chấp thuận tổ chức lại; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do",2020,Nghị Định 155 - 2020
207,"Hồ sơ, thủ tục chấp thuận tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",3,"Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán thực hiện tổ chức lại theo quy định của Luật Doanh nghiệp. Trường hợp tổ chức lại công ty có kết hợp với chào bán cổ phần riêng lẻ, chào bán cổ phần ra công chúng, công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán phải tuân thủ các quy định về chào bán có liên quan.","Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán thực hiện tổ chức lại theo quy định của Luật Doanh nghiệp",2020,Nghị Định 155 - 2020
207,"Hồ sơ, thủ tục chấp thuận tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",4,"Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán sau sáp nhập phải thực hiện thủ tục điều chỉnh Giấy phép thành lập và hoạt động kinh doanh chứng khoán theo quy định tại Điều 174 Nghị định này.","Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán sau sáp nhập phải thực hiện thủ tục điều chỉnh Giấy phép thành lập và hoạt động kinh doanh chứng khoán theo quy định tại Điều 174 Nghị định này",2020,Nghị Định 155 - 2020
207,"Hồ sơ, thủ tục chấp thuận tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",5,"Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán hình thành sau hợp nhất, chuyển đổi hình thức pháp lý công ty phải thực hiện thủ tục đề nghị cấp lại Giấy phép thành lập và hoạt động kinh doanh chứng khoán. Hồ sơ đề nghị cấp lại Giấy phép thành lập và hoạt động kinh doanh chứng khoán bao gồm:
 a) Giấy đề nghị cấp lại Giấy phép thành lập và hoạt động kinh doanh chứng khoán theo Mẫu số 82 Phụ lục ban hành kèm theo Nghị định này;
 b) Báo cáo kết quả thực hiện phương án tổ chức lại, bao gồm Danh sách cổ đông, thành viên góp vốn của công ty sau tổ chức lại theo Mẫu số 68 Phụ lục ban hành kèm theo Nghị định này, kết quả thực hiện chuyển nhượng (nếu có), kết quả chào bán cổ phần (nếu có);
 c) Thuyết minh cơ sở vật chất theo Mẫu số 65 Phụ lục ban hành kèm theo Nghị định này kèm theo hợp đồng thuê trụ sở, giấy tờ chứng minh quyền sở hữu trụ sở, quyền sử dụng trụ sở;
 d) Danh sách Tổng giám đốc (Giám đốc) và người hành nghề chứng khoán tại trụ sở chính và mạng lưới hoạt động theo Mẫu số 66 Phụ lục ban hành kèm theo Nghị định này; Bản thông tin cá nhân của Tổng giám đốc (Giám đốc), Giám đốc chi nhánh theo Mẫu số 67 Phụ lục ban hành kèm theo Nghị định này kèm theo Phiếu lý lịch tư pháp không quá 06 tháng tính đến thời điểm nộp hồ sơ đối với trường hợp thay đổi Tổng giám đốc (Giám đốc), Giám đốc chi nhánh;
 đ) Xác nhận về khoản vốn tăng thêm (nếu có) của ngân hàng nơi mở tài khoản phong tỏa hoặc báo cáo vốn chủ sở hữu được kiểm toán bởi tổ chức kiểm toán được chấp thuận;
 e) Dự thảo Điều lệ công ty sau chuyển đổi, hợp nhất;
 g) Bản gốc Giấy phép hoạt động kinh doanh chứng khoán của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán được tổ chức lại.","Công ty hình thành sau hợp nhất hoặc chuyển đổi pháp lý phải xin cấp lại Giấy phép thành lập và hoạt động kinh doanh chứng khoán.
 
 Hồ sơ gồm:
 
 Giấy đề nghị cấp lại theo Mẫu số 82.
 
 Báo cáo kết quả tổ chức lại, kèm danh sách cổ đông/thành viên góp vốn (Mẫu 68) và kết quả chuyển nhượng, chào bán (nếu có).
 
 Thuyết minh cơ sở vật chất (Mẫu 65) kèm hợp đồng thuê hoặc giấy tờ sở hữu trụ sở.
 
 Danh sách Tổng giám đốc và người hành nghề chứng khoán (Mẫu 66, 67) kèm phiếu lý lịch tư pháp ≤ 6 tháng nếu có thay đổi nhân sự quản lý.
 
 Xác nhận vốn tăng thêm hoặc báo cáo vốn chủ sở hữu kiểm toán.
 
 Dự thảo Điều lệ công ty mới.
 
 Bản gốc Giấy phép hoạt động cũ của công ty trước khi tổ chức lại.",2020,Nghị Định 155 - 2020
207,"Hồ sơ, thủ tục chấp thuận tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",6,"Ủy ban Chứng khoán Nhà nước kiểm tra cơ sở vật chất nếu công ty sau hợp nhất, chuyển đổi có thay đổi địa điểm đặt trụ sở chính hoặc cần làm rõ vấn đề liên quan đến cơ sở vật chất của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán mới hình thành sau tổ chức lại.","Ủy ban Chứng khoán Nhà nước kiểm tra cơ sở vật chất nếu công ty sau hợp nhất, chuyển đổi có thay đổi địa điểm đặt trụ sở chính hoặc cần làm rõ vấn đề liên quan đến cơ sở vật chất của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán mới hình thành sau tổ chức lại",2020,Nghị Định 155 - 2020
207,"Hồ sơ, thủ tục chấp thuận tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",7,"Trong thời hạn 30 ngày kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ theo quy định tại khoản 5 Điều này và kết quả kiểm tra cơ sở vật chất (nếu có), Ủy ban Chứng khoán Nhà nước cấp lại Giấy phép thành lập và hoạt động kinh doanh chứng khoán cho công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán hợp nhất, sau chuyển đổi; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do.","Trong thời hạn 30 ngày kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ theo quy định tại khoản 5 Điều này và kết quả kiểm tra cơ sở vật chất (nếu có), Ủy ban Chứng khoán Nhà nước cấp lại Giấy phép thành lập và hoạt động kinh doanh chứng khoán cho công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán hợp nhất, sau chuyển đổi; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do",2020,Nghị Định 155 - 2020
207,"Hồ sơ, thủ tục chấp thuận tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",8,"Các chi nhánh, phòng giao dịch, văn phòng đại diện của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán mới hình thành sau tổ chức lại tiếp tục hoạt động phải thực hiện điều chỉnh quyết định chấp thuận thành lập chi nhánh, văn phòng đại diện trong và ngoài nước, công ty con, phòng giao dịch theo quy định tại Điều 174, Điều 197, Điều 205 Nghị định này hoặc thực hiện các thủ tục đóng cửa chi nhánh, văn phòng đại diện trong và ngoài nước, công ty con, phòng giao dịch theo quy định tại Điều 194, Điều 196, Điều 205 Nghị định này.","Các chi nhánh, phòng giao dịch, văn phòng đại diện của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán mới hình thành sau tổ chức lại tiếp tục hoạt động phải thực hiện điều chỉnh quyết định chấp thuận thành lập chi nhánh, văn phòng đại diện trong và ngoài nước, công ty con, phòng giao dịch theo quy định tại Điều 174, Điều 197, Điều 205 Nghị định này hoặc thực hiện các thủ tục đóng cửa chi nhánh, văn phòng đại diện trong và ngoài nước, công ty con, phòng giao dịch theo quy định tại Điều 194, Điều 196, Điều 205 Nghị định này",2020,Nghị Định 155 - 2020
208,"Điều kiện tạm ngừng hoạt động công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam",1,"Việc tạm ngừng hoạt động của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam không được ảnh hưởng đến quyền lợi khách hàng (nếu có).","Việc tạm ngừng hoạt động của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam không được ảnh hưởng đến quyền lợi khách hàng (nếu có)",2020,Nghị Định 155 - 2020
208,"Điều kiện tạm ngừng hoạt động công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam",2,"Thời gian tạm ngừng hoạt động tại trụ sở chính, chi nhánh, phòng giao dịch công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam không quá 90 ngày. Quá thời hạn trên, Ủy ban Chứng khoán Nhà nước thu hồi Giấy phép thành lập và hoạt động kinh doanh chứng khoán hoặc quyết định thành lập có liên quan.","Thời gian tạm ngừng hoạt động tại trụ sở chính, chi nhánh, phòng giao dịch công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam không quá 90 ngày",2020,Nghị Định 155 - 2020
208,"Điều kiện tạm ngừng hoạt động công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam",3,"Có phương án tạm ngừng hoạt động, phương án xử lý các hợp đồng đã ký với khách hàng còn hiệu lực theo Mẫu số 84 Phụ lục ban hành kèm theo Nghị định này đã được cấp có thẩm quyền thông qua.","Có phương án tạm ngừng hoạt động, phương án xử lý các hợp đồng đã ký với khách hàng còn hiệu lực theo Mẫu số 84 Phụ lục ban hành kèm theo Nghị định này đã được cấp có thẩm quyền thông qua",2020,Nghị Định 155 - 2020
209,"Thủ tục chấp thuận tạm ngừng hoạt động công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam",1,"Hồ sơ đề nghị chấp thuận tạm ngừng hoạt động bao gồm:
 a) Giấy đề nghị theo Mẫu số 83 Phụ lục ban hành kèm theo Nghị định này;
 b) Quyết định của cấp có thẩm quyền về việc tạm ngừng hoạt động;
 c) Phương án xử lý các hợp đồng đã ký với khách hàng còn hiệu lực theo Mẫu số 84 Phụ lục ban hành kèm theo Nghị định này, biên bản thanh lý các hợp đồng còn hiệu lực ký với các khách hàng ủy thác hoặc các tài liệu hợp lệ xác nhận công ty quản lý quỹ đã hoàn thành việc bàn giao quyền, trách nhiệm quản lý tài sản ủy thác cho công ty quản lý quỹ thay thế.","Hồ sơ xin chấp thuận tạm ngừng hoạt động gồm:
 
 Giấy đề nghị theo Mẫu số 83.
 
 Quyết định của cấp có thẩm quyền về việc tạm ngừng hoạt động.
 
 Phương án xử lý hợp đồng còn hiệu lực theo Mẫu số 84, kèm biên bản thanh lý hoặc tài liệu chứng minh đã bàn giao quyền, trách nhiệm quản lý tài sản ủy thác cho đơn vị thay thế.",2020,Nghị Định 155 - 2020
209,"Thủ tục chấp thuận tạm ngừng hoạt động công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam",2,"Trong thời hạn 07 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ theo quy định tại khoản 1 Điều này, Ủy ban Chứng khoán Nhà nước ra quyết định chấp thuận tạm ngừng hoạt động cho trụ sở chính, chi nhánh, phòng giao dịch của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do.","Trong thời hạn 07 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ theo quy định tại khoản 1 Điều này, Ủy ban Chứng khoán Nhà nước ra quyết định chấp thuận tạm ngừng hoạt động cho trụ sở chính, chi nhánh, phòng giao dịch của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do",2020,Nghị Định 155 - 2020
